"number","title","pageid","namespace","length","touched"
"1185","Rank_(computer_programming)","366007","","2500","20200511182519"
"1186","Typed_lambda_calculus","366208","","5211","20201219013814"
"1187","Vector_Markup_Language","366610","","16030","20210105092118"
"1188","Group_coded_recording","367753","","74640","20201231132949"
"1189","Identification_friend_or_foe","368327","","23987","20210219174959"
"1190","Jump_threading","369445","","1008","20180510164908"
"1191","Sliding_mode_control","371255","","47336","20210131051333"
"1192","David_Parnas","371410","","7858","20210109040812"
"1193","Truncation_selection","371724","","2911","20201216162320"
"1194","Production_equipment_control","372426","","967","20180216093500"
"1195","Hygienic_macro","373314","","19505","20210114045708"
"1196","Latent_typing","374849","","1162","20210120180131"
"1197","Type_rule","374851","","3017","20201024065827"
"1198","Computer_simulation","375416","","35747","20210227091939"
"1199","Megabit","376259","","4201","20201219155852"
"1200","Halt_and_Catch_Fire_(computing)","376486","","18845","20210302060716"
"1201","Bus_contention","376507","","3344","20201207175830"
"1202","Ten15","376699","","2788","20210113193522"
"1203","Flex_machine","376748","","5141","20210124161956"
"1204","Online_service_provider_law","377036","","16521","20200712164706"
"1205","Wireless_Internet_service_provider","377293","","10919","20210302034510"
"1206","Banyan_VINES","378184","","12584","20210131051209"
"1207","Open_architecture","378204","","4909","20201201224305"
"1208","Traitorous_eight","378458","","43248","20210223192015"
"1209","Japanese_naval_codes","378759","","16279","20210223083413"
"1210","Pico_(programming_language)","379013","","3676","20200831003859"
"1211","Clock_generator","379803","","4086","20201031174606"
"1212","Crypto_(book)","380157","","2142","20201205064609"
"1213","OODA_loop","381538","","13421","20210307111335"
"1214","Graphics","382466","","21784","20210217152810"
"1215","Hal_Abelson","382535","","19079","20210213072310"
"1216","Address_bus","382773","","159","20190414051710"
"1217","Peter_G._Neumann","383127","","7128","20210215174817"
"1218","Information_extraction","383162","","19902","20201205032016"
"1219","Root_locus","383703","","16611","20201126232028"
"1220","Madhu_Sudan","384058","","6077","20210119040451"
"1221","Free-form_language","384927","","1988","20200724154740"
"1222","Pin_compatibility","385509","","6408","20200811194913"
"1223","Luc_Steels","385879","","3192","20200704113034"
"1224","Computational_learning_theory","387537","","7660","20201205143713"
"1225","Prime95","388755","","4982","20201225155341"
"1226","Graphics_processing_unit","390214","","79831","20210305195059"
"1227","BLISS","390261","","12022","20210103133217"
"1228","Re-order_buffer","390468","","1876","20200309165928"
"1229","CLIST","391542","","3281","20200511173012"
"1230","External_Data_Representation","392124","","5150","20210128170147"
"1231","Distributed_coordination_function","392839","","2920","20200521141523"
"1232","Hidden_node_problem","392874","","9314","20201021191143"
"1233","Wireless_gateway","395000","","3753","20200527204406"
"1234","LinuxDoc","395316","","1802","20201228015708"
"1235","Rudolf_E._Kálmán","396498","","11773","20210119185518"
"1236","Simulation_preorder","396513","","3340","20210113214048"
"1237","Real_computation","397247","","4258","20201013132231"
"1238","Bisimulation","397571","","12851","20210131150719"
"1239","Semantics_(computer_science)","397608","","12285","20210210153014"
"1240","History_of_computer_hardware_in_Soviet_Bloc_countries","397959","","20963","20210201200002"
"1241","Measure-preserving_dynamical_system","398931","","20013","20201209012255"
"1242","List_of_interface_bit_rates","399520","","123045","20210301220045"
"1243","Weak_consistency","399809","","1846","20200118001315"
"1244","Plessey_System_250","401744","","10002","20210111092732"
"1245","Algorithmic_probability","402688","","10371","20200105133424"
"1246","Interface_bloat","402849","","903","20191204035445"
"1247","Neats_and_scruffies","404037","","12977","20210306164147"
"1248","Computing_Machinery_and_Intelligence","404048","","27895","20210102014114"
"1249","Jürgen_Schmidhuber","405484","","17587","20210201154127"
"1250","Digital_physics","405493","","3118","20210301191606"
"1251","Solomonoff's_theory_of_inductive_inference","405562","","22400","20210124074408"
"1252","Analog_signal_processing","405746","","9894","20190323131859"
"1253","Texinfo","405902","","9522","20200903024937"
"1254","Mobile_data_terminal","405919","","5163","20200718094457"
"1255","Levenshtein_distance","406418","","21457","20210218114308"
"1256","Edit_distance","406427","","17929","20210130075004"
"1257","Notation","407860","","8990","20210103233739"
"1258","IEEE_802.20","408536","","19559","20210107015008"
"1259","Clipper_chip","409665","","16281","20201118013706"
"1260","List_of_Intel_chipsets","411523","","105851","20210302145639"
"1261","OpenRISC","411760","","15319","20210127124243"
"1262","USS_Pueblo_(AGER-2)","415946","","73567","20210226174148"
"1263","Application_checkpointing","416765","","14037","20200628122621"
"1264","Light_Weight_Kernel_Threads","417060","","5354","20190924232939"
"1265","Resistor–transistor_logic","417749","","10435","20201018071019"
"1266","Office_Assistant","417934","","26155","20210214002531"
"1267","Open_Data-Link_Interface","418479","","1062","20200814173450"
"1268","XSIL","418496","","948","20130323054022"
"1269","Binary_Format_Description_language","418514","","831","20160901012039"
"1270","Mindpixel","419463","","4974","20201213025027"
"1271","LAN_eXtensions_for_Instrumentation","419820","","11331","20200514034741"
"1272","History_of_software_configuration_management","420133","","3909","20180211042118"
"1273","Π-calculus","420373","","31414","20210221225539"
"1274","Combinatorial_optimization","420555","","18074","20210101015233"
"1275","Discrete_optimization","420567","","1919","20191003232727"
"1276","Continuous_optimization","420577","","1195","20190616034939"
"1277","IPX/SPX","421044","","10853","20210223123857"
"1278","List_of_security_hacking_incidents","421422","","97979","20210306132603"
"1279","Wired_Equivalent_Privacy","422014","","19918","20210221141937"
"1280","Wi-Fi_Protected_Access","422017","","32329","20210107165356"
"1281","Monolithic_microwave_integrated_circuit","422381","","3469","20210227123358"
"1282","IBM_RAD6000","422965","","5728","20201202171033"
"1283","IDEF","423331","","22963","20200119224504"
"1284","Onion_routing","424617","","15612","20210227180300"
"1285","Elka_22","424711","","1185","20210224100524"
"1286","Zimmermann–Sassaman_key-signing_protocol","424757","","3667","20210120225147"
"1287","Key_signing_party","424764","","2344","20200914030254"
"1288","A++","425819","","5605","20210207030215"
"1289","List_of_educational_programming_languages","426660","","31357","20210207025616"
"1290","Mutual_information","427282","","52752","20210107050305"
"1291","ARS++","427721","","3852","20200629220317"
"1292","GLORIAD","429095","","2034","20180228201012"
"1293","Software_agent","430106","","23522","20201220032808"
"1294","Network_congestion","430522","","24191","20210307015526"
"1295","Uncanny_valley","430976","","80890","20210303163020"
"1296","Blind_signal_separation","431893","","157","20190627055423"
"1297","ECos","432225","","6950","20210121211043"
"1298","Preboot_Execution_Environment","432253","","19787","20210131194349"
"1299","ENEA_AB","432749","","6857","20210222210904"
"1300","The_Emperor's_New_Mind","433005","","5195","20201128031117"
"1301","The_Magical_Number_Seven,_Plus_or_Minus_Two","435063","","15671","20210306132303"
"1302","Enigmail","435217","","5509","20210128222817"
"1303","Register_renaming","435852","","23952","20201119171613"
"1304","Heaps'_law","436287","","4829","20200830210122"
"1305","BlooP_and_FlooP","436718","","6083","20201217225107"
"1306","Chef_(programming_language)","436800","","151","20170607181437"
"1307","Short-time_Fourier_transform","436912","","19896","20201228080656"
"1308","John_L._Hennessy","437550","","20703","20210218014741"
"1309","Windows_Management_Instrumentation","439355","","25296","20210104104309"
"1310","TI-83_series","439710","","16565","20210207202324"
"1311","Amoeba_(operating_system)","440784","","5417","20210127091051"
"1312","Computability","442136","","21826","20201222181534"
"1313","Edward_Felten","442140","","20581","20210303165028"
"1314","Software_suite","442656","","1264","20210225054728"
"1315","Gigabit","442674","","1383","20201009154341"
"1316","ARP_spoofing","442736","","21437","20210201174520"
"1317","Cryptographic_Message_Syntax","442961","","2291","20210126064908"
"1318","Hardware_abstraction","443015","","11830","20210209084236"
"1319","MS/8","443097","","2856","20200930161352"
"1320","Finite_impulse_response","443101","","18027","20210126144515"
"1321","Artificial_Reality","444563","","3057","20210122104829"
"1322","IEEE_802.7","445618","","373","20191111141818"
"1323","Polylogarithmic_function","445957","","1404","20191211003054"
"1324","Decision_theory","446216","","27921","20210307065448"
"1325","Project_Athena","447288","","19436","20210125151924"
"1326","List_of_ciphertexts","449381","","3040","20210217145429"
"1327","Beale_ciphers","449424","","25716","20210226201908"
"1328","Dorabella_Cipher","449485","","8494","20210130154838"
"1329","Charles_Stark_Draper","449955","","12620","20210107232840"
"1330","Personal_firewall","450402","","7714","20210125192507"
"1331","Snefru","450613","","1957","20191218113811"
"1332","Passive_attack","451268","","2039","20191125172838"
"1333","Data_definition_language","452018","","8892","20210225123803"
"1334","Communication_Theory_of_Secrecy_Systems","452085","","1751","20190110222227"
"1335","Arimaa","452582","","22784","20201214163610"
"1336","Perlin_noise","452638","","15535","20210305152900"
"1337","Operational_display_system","452656","","2779","20160531001927"
"1338","Neuromorphic_engineering","453086","","28404","20210216101333"
"1339","List_of_important_publications_in_computer_science","454351","","62073","20210110143051"
"1340","Signaling_gateway","454900","","1830","20171024154906"
"1341","Network_Based_Application_Recognition","454988","","2117","20200514021225"
"1342","Deep_packet_inspection","454995","","52514","20210118222001"
"1343","Kryptos","456619","","31324","20210217232327"
"1344","Datapoint's_Advanced_Systems_Language","457504","","825","20190813212528"
"1345","Head-up_display","459417","","41415","20210208002210"
"1346","List_of_Macintosh_software","459552","","24783","20210306141746"
"1347","Evolutionary_programming","460689","","2271","20191212184453"
"1348","PiHex","461277","","4210","20200419153828"
"1349","Leonard_Kleinrock","464164","","27129","20210228005021"
"1350","Ad_hoc_network","464639","","987","20201011183920"
"1351","Sperner's_lemma","465067","","17931","20210112200759"
"1352","Stub_network","466101","","3035","20180309002318"
"1353","POKEY","466494","","27422","20201110030317"
"1354","Datagram_Delivery_Protocol","467769","","635","20150512194610"
"1355","SSLIOP","470198","","562","20161219075812"
"1356","General_Inter-ORB_Protocol","470209","","5226","20201002144433"
"1357","CSIv2","470223","","750","20190619161340"
"1358","SECIOP","470230","","527","20200708092109"
"1359","Interoperable_Object_Reference","470768","","1386","20140225152603"
"1360","Kodak_Photo_Printer_6800","471061","","1067","20161114182625"
"1361","Pick_operating_system","471217","","35012","20210128050040"
"1362","Cryptographie_indéchiffrable","471245","","1244","20191124051923"
"1363","WiMAX","471844","","51523","20210225160306"
"1364","QsNet","471890","","101","20200702003539"
"1365","Maurice_Wilkes","472463","","25108","20210119111842"
"1366","Afterburner_(modification_kit)","472839","","3059","20200601011732"
"1367","Software_engineering_professionalism","473948","","17066","20210109012354"
"1368","Intel_iAPX_432","474163","","25448","20210119212917"
"1369","Color_histogram","474813","","17374","20200223173421"
"1370","Self-oscillation","474936","","6860","20210303080007"
"1371","Geometric_hashing","474939","","8241","20200421094613"
"1372","Disk_array","475485","","2731","20200407124358"
"1373","Disk_array_controller","475505","","10583","20210303041908"
"1374","Race_condition","475952","","32940","20210307064920"
"1375","Nick_Pippenger","477439","","3870","20201102201551"
"1376","Von_Neumann_architecture","478091","","34845","20210122100425"
"1377","ChucK","478750","","12467","20210304164521"
"1378","Applied_Materials","479719","","21861","20210306172840"
"1379","DEC_Text_Processing_Utility","479903","","2018","20200105094037"
"1380","Two-level_grammar","479990","","1952","20161014105455"
"1381","Traffic_analysis","480015","","18970","20210220204948"
"1382","SRI_International","481262","","73210","20210220124644"
"1383","SAIL_(programming_language)","481275","","6121","20210202194206"
"1384","Stale_pointer_bug","481309","","1471","20180320053551"
"1385","S-1_block_cipher","482324","","1699","20210127223403"
"1386","Iraqi_block_cipher","482331","","2158","20210117061359"
"1387","Glass_cockpit","482371","","18601","20210223013228"
"1388","DirectPlay","483109","","6681","20200216075619"
"1389","Key_distribution_center","483191","","2567","20190613145009"
"1390","LINPACK","483588","","2757","20191023170516"
"1391","Synthesis_Toolkit","483766","","1992","20171204122826"
"1392","International_Computer_Music_Conference","483877","","4060","20210129185856"
"1393","Perry_R._Cook","483889","","2703","20210116212459"
"1394","Glob_(programming)","484117","","19646","20210304172200"
"1395","Frame_language","485226","","206","20200615102844"
"1396","SR_(programming_language)","485875","","1658","20190814193234"
"1397","Processor_register","486432","","29471","20210215214511"
"1398","OSEK","486489","","8202","20210127052750"
"1399","Check_digit","486938","","15988","20210228172205"
"1400","Information_geometry","487312","","6558","20210305170713"
"1401","Cover_(telecommunications)","487354","","1137","20170905085656"
"1402","40-bit_encryption","487403","","5283","20210115152903"
"1403","Orange_box","487507","","555","20200608183559"
"1404","Communication_source","487748","","2758","20210301174623"
"1405","List_of_wiki_software","487926","","11195","20210305175105"
"1406","Codd's_12_rules","488211","","5625","20201231024945"
"1407","Fisher_information_metric","488687","","23162","20201224053646"
"1408","List_of_markup_languages","488872","","2560","20201210173527"
"1409","VLC_media_player","490528","","45166","20210303092232"
"1410","Paradox_(theorem_prover)","491066","","6202","20201116234732"
"1411","American_Computer_Science_League","491379","","5050","20201209174208"
"1412","Transparency_(graphic)","491961","","15882","20210104024607"
"1413","Joshua_Lederberg","494457","","18098","20210227225220"
"1414","Query_language","494528","","8607","20210117085942"
"1415","Information_retrieval_query_language","494530","","2130","20200101004406"
"1416","Tom_Gilb","495146","","4548","20210228033956"
"1417","Turbo_code","497535","","18518","20210217221359"
"1418","Atlas_Supervisor","498094","","3766","20200209144325"
"1419","Steiner_tree_problem","498304","","30540","20210302005950"
"1420","Reduce_(computer_algebra_system)","499024","","3217","20200203165726"
"1421","Starvation_(computer_science)","501591","","4680","20210111083650"
"1422","Complexity_class","502426","","68744","20210303051425"
"1423","Joule_(programming_language)","502786","","4671","20210305025003"
"1424","Spoofing_attack","503209","","18780","20210306224259"
"1425","Color_image","503883","","2063","20191222092121"
"1426","Minkowski_addition","504105","","20287","20210125103928"
"1427","Tony_Kent_Strix_award","504195","","5404","20200820182642"
"1428","User-centered_design","504357","","23512","20210219171145"
"1429","Point_in_polygon","504484","","10375","20210111094852"
"1430","Point_location","504494","","14811","20200607154226"
"1431","Computational_semiotics","505237","","7670","20201106003025"
"1432","HAKMEM","505526","","4162","20201204145011"
"1433","Harri_Porten","505733","","3037","20200717094645"
"1434","Eurodicautom","505952","","1128","20190226151947"
"1435","3SUM","506330","","16840","20210220173412"
"1436","Cryptosystem","506383","","2897","20210213140744"
"1437","Slot_time","507138","","2471","20200401202703"
"1438","Address_space","507144","","4994","20210201074405"
"1439","Ken_Forbus","507167","","2465","20210220160413"
"1440","PL/0","507221","","10045","20210221004121"
"1441","Draco_(programming_language)","507348","","2620","20181228194422"
"1442","PL-11","507366","","1158","20180403083510"
"1443","Film_recorder","507421","","18199","20201130212537"
"1444","Inferno_(operating_system)","507928","","17450","20210212140609"
"1445","Modem_sharing_device","508013","","798","20210118163956"
"1446","Linksys","508166","","13504","20210125153836"
"1447","Apache_Groovy","508401","","35579","20210129234543"
"1448","Behavior-based_robotics","508896","","6301","20210103005523"
"1449","Richard_Wallace_(scientist)","509166","","3422","20200713014123"
"1450","Gerard_Salton","509624","","7997","20201209235337"
"1451","SMART_Information_Retrieval_System","509628","","6727","20200518122403"
"1452","Base_station","510114","","19304","20201230071729"
"1453","CorbaScript","511196","","772","20170813020636"
"1454","BiCMOS","512528","","6714","20210210073644"
"1455","ΜClinux","514556","","7042","20210114224536"
"1456","Berlekamp–Massey_algorithm","514832","","8385","20210129202548"
"1457","Singularitarianism","516138","","14744","20201214115114"
"1458","Low-density_parity-check_code","516393","","27195","20210130032746"
"1459","Cooperative_distributed_problem_solving","517197","","2829","20200811201323"
"1460","Interaction_protocol","517718","","624","20190619125431"
"1461","Axiomatic_semantics","518199","","1207","20200720212306"
"1462","The_Codebreakers","518398","","4917","20210302074249"
"1463","ActionScript","519691","","40802","20210303122418"
"1464","History_of_cryptography","520066","","50398","20210108062837"
"1465","Priority_inversion","521507","","8516","20201102012355"
"1466","Sneakernet","521939","","19687","20210212173137"
"1467","Capture_the_flag","521983","","19060","20210212164459"
"1468","List_of_GTK_applications","523568","","9631","20210101202338"
"1469","Scanimate","523885","","7370","20210224152951"
"1470","Computer_science_and_engineering","524425","","5758","20210303144809"
"1471","Jožef_Stefan_Institute","525062","","7950","20200704194551"
"1472","Singular_perturbation","525234","","10362","20191205103553"
"1473","IBM_Airline_Control_Program","525932","","4550","20210123064241"
"1474","Transmeta_Efficeon","526427","","3758","20201118002005"
"1475","Flowchart","527453","","21173","20210227111638"
"1476","ChipTest","527621","","3116","20200609095148"
"1477","HiTech","527727","","1312","20200121024706"
"1478","Pulse_(signal_processing)","527784","","3002","20210225180343"
"1479","Interaction_design","527943","","21798","20201204180329"
"1480","Cecil_(programming_language)","527946","","3330","20171201071556"
"1481","FADEC","528080","","13013","20210223134818"
"1482","XML_Script","528593","","821","20210207122630"
"1483","Software_law","529931","","656","20190316222201"
"1484","System_Management_Bus","530112","","11598","20210304082138"
"1485","Horst_Feistel","530509","","4398","20201214201113"
"1486","SabreTalk","531030","","3468","20210302063355"
"1487","Smurf_Amplifier_Registry","531294","","637","20200708092156"
"1488","Ground_proximity_warning_system","531552","","18966","20210306233917"
"1489","Zombie_(computing)","531566","","9053","20210128050813"
"1490","Software_Engineering_2004","531749","","948","20200806120434"
"1491","David_Wheeler_(computer_scientist)","532495","","15185","20210108115349"
"1492","Kademlia","532895","","27362","20210213142445"
"1493","Gadget","533170","","8387","20210225111612"
"1494","Association_for_the_Advancement_of_Artificial_Intelligence","534794","","7502","20210216152127"
"1495","Software_engineering_demographics","535034","","9000","20200915001129"
"1496","Real-time_clock","535191","","16100","20210114161009"
"1497","David_L._Mills","535315","","6273","20201225044944"
"1498","Captive_portal","536539","","11166","20210306142241"
"1499","Kane_quantum_computer","537479","","5333","20210118175016"
"1500","I2P","538434","","45128","20210227211203"
"1501","Capability-based_security","539717","","13276","20210109185941"
"1502","Don_Coppersmith","540090","","4614","20210123020259"
"1503","Cluster_(spacecraft)","540396","","12078","20210113223823"
"1504","Java_Metadata_Interface","541110","","2068","20191009211412"
"1505","Java_Management_Extensions","541158","","12751","20210125225921"
"1506","Cut-through_switching","541496","","9009","20210129225131"
"1507","Information_content","542447","","26603","20210213215043"
"1508","Cryptologia","542527","","1662","20200419174600"
"1509","PL/M","543057","","10380","20200716130213"
"1510","Sparse_graph_code","543288","","1100","20130323054321"
"1511","LabVIEW","544733","","33542","20210305143618"
"1512","Object_binding","544988","","363","20130408205528"
"1513","Impulse_response","545825","","9750","20210111112334"
"1514","Step_response","545863","","25108","20210115090057"
"1515","TI-86","545979","","4055","20200930192102"
"1516","State_space_search","546075","","3582","20210115085144"
"1517","Processing_(programming_language)","546083","","21992","20210218072451"
"1518","Recurrence_plot","546120","","9303","20201205162736"
"1519","Software_copyright","547404","","20305","20210207223651"
"1520","Watts_Humphrey","547618","","6953","20210120222134"
"1521","Multidisciplinary_design_optimization","547743","","21655","20201217033220"
"1522","Minimum_phase","548131","","19851","20201216101938"
"1523","State-space_representation","548156","","31370","20210212054820"
"1524","Instability","548173","","9495","20210117040730"
"1525","Windows_Internet_Name_Service","548531","","2135","20201224135615"
"1526","Verse_protocol","548760","","2244","20190919224902"
"1527","New_York_Institute_of_Technology_Computer_Graphics_Lab","549001","","3427","20200502023021"
"1528","Signal_reconstruction","549530","","3929","20201219154718"
"1529","XOTcl","551037","","2584","20210106144022"
"1530","Thomas_E._Kurtz","551221","","12081","20210101055124"
"1531","IBM_Research","551666","","30315","20210102124606"
"1532","The_Magic_Words_are_Squeamish_Ossifrage","551707","","6311","20191218034448"
"1533","LeJOS","551732","","11792","20200813151831"
"1534","Colour_banding","552122","","1516","20201029004938"
"1535","System_identification","552466","","16699","20210123112932"
"1536","British_Computer_Society","552656","","27247","20210221231921"
"1537","Causal_system","554087","","4029","20201220201104"
"1538","Magic_(cryptography)","555126","","37524","20210129191346"
"1539","Virtual_private_server","555304","","5595","20210301065523"
"1540","Num_Lock","555359","","3150","20210302224749"
"1541","Curve_fitting","555425","","17590","20210304202447"
"1542","Chameleon_(computing)","556483","","985","20200601015815"
"1543","Biopython","559868","","18519","20201130200824"
"1544","Open_Bioinformatics_Foundation","559871","","3781","20210130215634"
"1545","Sorting_network","562061","","21176","20210216050641"
"1546","Toothing","562077","","15936","20210220185011"
"1547","Grady_Booch","562205","","11998","20201214150151"
"1548","POP-11","562827","","9586","20210112081617"
"1549","Torus-based_cryptography","563210","","870","20190710030024"
"1550","Shugart_bus","563307","","1237","20190929080050"
"1551","DISCiPLE","563334","","3057","20150915194055"
"1552","Stooge_sort","563662","","3026","20201207121416"
"1553","Delimiter","564276","","25667","20210202225315"
"1554","Digital_control","564685","","6807","20201028141955"
"1555","Discrete_system","564695","","1614","20160131200153"
"1556","Hybrid_system","564719","","12006","20200930100918"
"1557","Open-loop_controller","564756","","8696","20201207200759"
"1558","Nslookup","564886","","5209","20210202204231"
"1559","Piconet","566387","","2774","20200804035050"
"1560","Peter_Norvig","566666","","9962","20210205192703"
"1561","Artificial_Intelligence:_A_Modern_Approach","566680","","6009","20210215224037"
"1562","Stuart_J._Russell","566689","","14630","20210215112430"
"1563","Message_authentication_code","567523","","15152","20210305050551"
"1564","Zero_crossing","567723","","3886","20201123074257"
"1565","Simplified_Instructional_Computer","568646","","10564","20200321150732"
"1566","Backward_chaining","568967","","6111","20200928142541"
"1567","Link_register","569759","","1848","20210126232319"
"1568","Electronic_control_unit","570111","","6301","20210303045410"
"1569","Infinite_impulse_response","570140","","8971","20210202063843"
"1570","DOT_(graph_description_language)","571341","","11631","20210305023305"
"1571","Exponential_tree","572903","","2879","20190814133958"
"1572","Systems_development_life_cycle","573528","","41408","20210304110309"
"1573","Hilbert_transform","574024","","54346","20210220091750"
"1574","Feed_forward_(control)","574759","","20965","20210213072926"
"1575","Abstraction_layer","574775","","5602","20210102171222"
"1576","Casting_out_nines","575641","","17298","20210129223104"
"1577","Quadtree","577097","","33581","20210213215758"
"1578","L._Peter_Deutsch","577102","","4948","20210207143118"
"1579","David_S._Johnson","577983","","4807","20210124194106"
"1580","Loop_invariant","578460","","16601","20201206045340"
"1581","Programmable_logic_array","578688","","5281","20210304182740"
"1582","Programmable_Array_Logic","578693","","19625","20210203195606"
"1583","FCC_fairness_doctrine","579322","","52393","20210306175236"
"1584","Data_center","579730","","64520","20210219005138"
"1585","Native_(computing)","581638","","5317","20210128002358"
"1586","Lev_Pontryagin","582075","","7248","20210214085347"
"1587","Luhn_algorithm","582440","","8471","20210304165632"
"1588","Host_controller_interface_(USB,_Firewire)","582527","","8107","20201116221635"
"1589","TI-85","583399","","4301","20210306070637"
"1590","Barycentric_subdivision","583651","","10586","20200816101713"
"1591","David_J._Farber","584549","","6694","20200706055008"
"1592","In-band_signaling","584997","","7779","20200903100420"
"1593","Artificial_general_intelligence","586357","","85389","20210301123650"
"1594","IITRAN","586692","","1913","20200513223757"
"1595","Polyphonic_C_Sharp","586728","","2127","20180831123304"
"1596","Lava_flow_(programming)","587106","","1813","20201117190225"
"1597","UMAX_Technologies","587884","","11673","20210130112356"
"1598","MOS_(operating_system)","588193","","3544","20200213041511"
"1599","VBulletin","589211","","4540","20210114204018"
"1600","Computational_irreducibility","591021","","4080","20201219141949"
"1601","Essential_bandwidth","591113","","149","20200429160006"
"1602","Index_of_information_theory_articles","591768","","1103","20151022190824"
"1603","Local_Multipoint_Distribution_Service","591874","","3561","20210112193645"
"1604","The_world_wonders","592524","","11877","20201224212539"
"1605","Network_security","592687","","9562","20210304174741"
"1606","Gate_array","592816","","16047","20210226214629"
"1607","Subpixel_rendering","593708","","42969","20210213202206"
"1608","Russian_copulation","594387","","2786","20201008204911"
"1609","File_verification","595428","","5395","20210307060101"
"1610","GuideML","595780","","971","20190624113116"
"1611","Integrated_Windows_Authentication","596688","","10228","20210109112633"
"1612","DIBOL","598142","","5644","20210130193559"
"1613","Product_cipher","598557","","1786","20160415151359"
"1614","Diagram","598669","","13570","20210225121524"
"1615","Integrated_circuit_layout","598949","","5579","20201018071652"
"1616","Fisher_information","598971","","39128","20210226160622"
"1617","WAKE_(cipher)","599287","","857","20130313062214"
"1618","ROM_image","599647","","12464","20201218153945"
"1619","Network_security_policy","601413","","2598","20210125181304"
"1620","TreadMarks","602016","","1227","20200228223123"
"1621","FOIL_(programming_language)","602746","","2093","20190905110802"
"1622","Message_forgery","603812","","500","20190304040238"
"1623","X/Open","604382","","5836","20200529020146"
"1624","TICOM","604602","","9255","20210116005103"
"1625","XSL_Formatting_Objects","606295","","25459","20201109061504"
"1626","Symbolic_execution","607674","","15430","20210202094401"
"1627","Sinc_function","610583","","17899","20210219062007"
"1628","Knowledge_level","610757","","1723","20180406145719"
"1629","Slot_2","611253","","2328","20190309164227"
"1630","Hostname","611421","","7856","20210228092431"
"1631","CAST-256","612143","","3155","20200416144326"
"1632","Hitachi_HD64180","612277","","5350","20210129014436"
"1633","Square_(cipher)","613945","","1646","20201012012001"
"1634","PTS-DOS","614129","","9513","20201219124709"
"1635","TI-84_Plus_series","615169","","21745","20210218092632"
"1636","Generic_Routing_Encapsulation","616939","","8990","20210204145720"
"1637","Electric_power_conversion","618120","","7646","20210128232059"
"1638","SHARK","619666","","2668","20210123210151"
"1639","Priority_inheritance","621132","","3642","20201013131906"
"1640","Compile_farm","622986","","3906","20190917001014"
"1641","HOOD_method","623281","","1070","20171214050825"
"1642","Brain–computer_interface","623686","","126223","20210213160342"
"1643","On_the_Cruelty_of_Really_Teaching_Computer_Science","624625","","4552","20200820192809"
"1644","JavaOS","625728","","7086","20210213211158"
"1645","Lites","626077","","1134","20190123124510"
"1646","Extensible_Application_Markup_Language","626631","","14208","20210105155333"
"1647","Webcast","626855","","13141","20210104010938"
"1648","Intel_Developer_Forum","627096","","3941","20210117060853"
"1649","OpenDocument","627608","","53330","20210303000746"
"1650","HP-IL","630517","","9293","20201231214815"
"1651","Internet_Connection_Sharing","630757","","5008","20210210172518"
"1652","Quantum_algorithm","632489","","35860","20210105213408"
"1653","Rodney_Brooks","632498","","16263","20210223104016"
"1654","Numerical_Recipes","632539","","12911","20210109211110"
"1655","Shimon_Even","632632","","2395","20200628160056"
"1656","HEAnet","632732","","3510","20201213140330"
"1657","S.M.A.R.T.","634280","","69080","20210304114446"
"1658","Common_Data_Format","635458","","1285","20161110143052"
"1659","Transconductance","635926","","9441","20201231021509"
"1660","Botnet","636268","","44225","20210306195640"
"1661","Round-trip_engineering","637240","","6714","20200808124947"
"1662","Principle_of_rationality","637434","","3653","20200330031449"
"1663","Bipolar_violation","637510","","1439","20191115170738"
"1664","Platform_for_Internet_Content_Selection","637668","","2785","20200330004712"
"1665","Symbol_level","637857","","864","20201102222016"
"1666","JTAG","638112","","49592","20210120103834"
"1667","Yacas","638163","","3773","20201031114927"
"1668","Embedded_software","638447","","7744","20210225195350"
"1669","Saddle_point","640249","","8731","20201112055910"
"1670","Unicode_collation_algorithm","641532","","2007","20210204141528"
"1671","Human_interface_device","641655","","11937","20210124202446"
"1672","Ratfiv","642890","","1599","20190214023136"
"1673","Gödel_Prize","643342","","25409","20210222065229"
"1674","Association_for_Computational_Linguistics","644058","","10082","20210225073309"
"1675","Ilkka_Tuomi","644610","","4459","20201112055516"
"1676","Game_Boy_Camera","644968","","14903","20210304134611"
"1677","Bus_network","645315","","2921","20210228202008"
"1678","Minimax_theorem","645602","","3425","20201227010957"
"1679","Symbolic_linguistic_representation","646384","","936","20170722211835"
"1680","Virtual_environment","648134","","1123","20200409155243"
"1681","QNX4FS","648566","","1326","20200622190132"
"1682","Jack_Dongarra","649298","","12777","20210128225537"
"1683","Interactive_computation","649418","","2259","20210131032249"
"1684","Large_Installation_System_Administration_Conference","649640","","6059","20190905183920"
"1685","X.21","649708","","1980","20210125131357"
"1686","Network_Driver_Interface_Specification","650684","","6644","20210119015213"
"1687","Terry_Halpin","651800","","5249","20200612195642"
"1688","Vern_Paxson","652113","","2448","20210126135603"
"1689","Belinea","652270","","1810","20190606025949"
"1690","Room_40","652467","","41487","20210120135909"
"1691","AppleShare","653374","","6021","20201030014319"
"1692","The_Alphabet_Cipher","653450","","3512","20210113192939"
"1693","Jim_Coplien","653567","","6311","20201223225107"
"1694","FCAPS","653807","","15622","20210221061834"
"1695","Reverse_lookup","654006","","1246","20210131084407"
